prompt,code
get me a rg with name Melindamouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Melindamouth""
    location =""SouthCentralUS""
}
"
get me a rg with name Lake Edward in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Edward""
    location =""EastUS2""
}
"
get me a rg with name East Stevenmouth in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Stevenmouth""
    location =""WestUS""
}
"
get me a rg with name West Clayton in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Clayton""
    location =""NorthCentralUS""
}
"
get me a rg with name New Heatherton in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Heatherton""
    location =""EastUS""
}
"
get me a rg with name Christopherside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christopherside""
    location =""WestUS""
}
"
get me a rg with name Jeffreytown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jeffreytown""
    location =""NorthCentralUS""
}
"
get me a rg with name Cherylshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Cherylshire""
    location =""WestUS""
}
"
get me a rg with name Patelstad in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Patelstad""
    location =""NorthCentralUS""
}
"
get me a rg with name Lake Jeffery in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Jeffery""
    location =""NorthCentralUS""
}
"
get me a rg with name East Katherineborough in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Katherineborough""
    location =""WestUS""
}
"
get me a rg with name Amyburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amyburgh""
    location =""EastUS""
}
"
get me a rg with name Scottmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Scottmouth""
    location =""EastUS2""
}
"
get me a rg with name New Christopherbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Christopherbury""
    location =""EastUS""
}
"
get me a rg with name East Alexistown in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Alexistown""
    location =""EastUS2""
}
"
get me a rg with name Marciachester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Marciachester""
    location =""EastUS""
}
"
get me a rg with name Sharpborough in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Sharpborough""
    location =""NorthCentralUS""
}
"
get me a rg with name Thomasland in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thomasland""
    location =""SouthCentralUS""
}
"
get me a rg with name East Ashley in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Ashley""
    location =""EastUS""
}
"
get me a rg with name Alyssaland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Alyssaland""
    location =""NorthCentralUS""
}
"
get me a rg with name South Tiffanyside in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Tiffanyside""
    location =""WestUS""
}
"
get me a rg with name Jenniferport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jenniferport""
    location =""EastUS""
}
"
get me a rg with name West Nicole in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Nicole""
    location =""SouthCentralUS""
}
"
get me a rg with name Alexisstad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Alexisstad""
    location =""EastUS""
}
"
get me a rg with name Brianland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brianland""
    location =""WestUS""
}
"
get me a rg with name Lake Barbara in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Barbara""
    location =""NorthCentralUS""
}
"
get me a rg with name North Carlaport in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Carlaport""
    location =""WestUS""
}
"
get me a rg with name Jonathanport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jonathanport""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Heather in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Heather""
    location =""EastUS""
}
"
get me a rg with name Lake Donald in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Donald""
    location =""WestUS""
}
"
get me a rg with name East Jamesmouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jamesmouth""
    location =""NorthCentralUS""
}
"
get me a rg with name Thompsonfort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Thompsonfort""
    location =""NorthCentralUS""
}
"
get me a rg with name Soliston in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Soliston""
    location =""SouthCentralUS""
}
"
get me a rg with name South Rachel in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Rachel""
    location =""NorthCentralUS""
}
"
get me a rg with name Powellmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Powellmouth""
    location =""EastUS""
}
"
get me a rg with name West Dawn in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Dawn""
    location =""EastUS""
}
"
get me a rg with name Lake Krystaltown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Krystaltown""
    location =""SouthCentralUS""
}
"
get me a rg with name Simmonshaven in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Simmonshaven""
    location =""WestUS""
}
"
get me a rg with name East Ryan in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Ryan""
    location =""EastUS2""
}
"
get me a rg with name Whitemouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Whitemouth""
    location =""SouthCentralUS""
}
"
get me a rg with name Scotthaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Scotthaven""
    location =""EastUS""
}
"
get me a rg with name Edwinview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Edwinview""
    location =""NorthCentralUS""
}
"
get me a rg with name East Lynnport in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Lynnport""
    location =""EastUS2""
}
"
get me a rg with name Lake Samuelstad in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Samuelstad""
    location =""WestUS""
}
"
get me a rg with name Barreraberg in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Barreraberg""
    location =""NorthCentralUS""
}
"
get me a rg with name South Christopher in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Christopher""
    location =""WestUS""
}
"
get me a rg with name North Joshuachester in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Joshuachester""
    location =""WestUS""
}
"
get me a rg with name Port Kenneth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kenneth""
    location =""EastUS2""
}
"
get me a rg with name West Lynntown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Lynntown""
    location =""SouthCentralUS""
}
"
get me a rg with name East Joshuamouth in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Joshuamouth""
    location =""NorthCentralUS""
}
"
get me a rg with name North Lauraburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Lauraburgh""
    location =""EastUS""
}
"
get me a rg with name Myerston in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Myerston""
    location =""WestUS""
}
"
get me a rg with name Port James in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port James""
    location =""NorthCentralUS""
}
"
get me a rg with name Andrewchester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Andrewchester""
    location =""EastUS2""
}
"
get me a rg with name Ashleyburgh in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ashleyburgh""
    location =""WestUS""
}
"
get me a rg with name New Reneemouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Reneemouth""
    location =""EastUS2""
}
"
get me a rg with name South Sarahton in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Sarahton""
    location =""SouthCentralUS""
}
"
get me a rg with name Lake Alyssa in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Alyssa""
    location =""EastUS""
}
"
get me a rg with name West Rachel in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Rachel""
    location =""SouthCentralUS""
}
"
get me a rg with name South Willie in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Willie""
    location =""EastUS""
}
"
get me a rg with name Joshuaport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Joshuaport""
    location =""EastUS""
}
"
get me a rg with name Batesland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Batesland""
    location =""EastUS""
}
"
get me a rg with name Victorbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Victorbury""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Kimberly in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Kimberly""
    location =""NorthCentralUS""
}
"
get me a rg with name Farleyborough in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Farleyborough""
    location =""SouthCentralUS""
}
"
get me a rg with name Campbellmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Campbellmouth""
    location =""EastUS2""
}
"
get me a rg with name West Douglashaven in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Douglashaven""
    location =""EastUS2""
}
"
get me a rg with name Cynthiaton in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Cynthiaton""
    location =""EastUS""
}
"
get me a rg with name North Karinaberg in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Karinaberg""
    location =""EastUS""
}
"
get me a rg with name Ericaville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ericaville""
    location =""EastUS""
}
"
get me a rg with name Port Shelbyhaven in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Shelbyhaven""
    location =""NorthCentralUS""
}
"
get me a rg with name West Jack in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Jack""
    location =""WestUS""
}
"
get me a rg with name Johnfurt in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Johnfurt""
    location =""EastUS2""
}
"
get me a rg with name West Christine in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Christine""
    location =""EastUS""
}
"
get me a rg with name Brittanyton in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brittanyton""
    location =""WestUS""
}
"
get me a rg with name New Austintown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Austintown""
    location =""EastUS""
}
"
get me a rg with name Lake James in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake James""
    location =""EastUS""
}
"
get me a rg with name East Jorge in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Jorge""
    location =""NorthCentralUS""
}
"
get me a rg with name South Natalie in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Natalie""
    location =""EastUS2""
}
"
get me a rg with name East Kimberly in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Kimberly""
    location =""WestUS""
}
"
get me a rg with name Arielville in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Arielville""
    location =""WestUS""
}
"
get me a rg with name Rachelbury in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Rachelbury""
    location =""SouthCentralUS""
}
"
get me a rg with name South Ashleyburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Ashleyburgh""
    location =""SouthCentralUS""
}
"
get me a rg with name Charlesburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Charlesburgh""
    location =""SouthCentralUS""
}
"
get me a rg with name Hansonbury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Hansonbury""
    location =""EastUS2""
}
"
get me a rg with name South Kennethport in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Kennethport""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Stephanie in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Stephanie""
    location =""EastUS2""
}
"
get me a rg with name West Samantha in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Samantha""
    location =""EastUS2""
}
"
get me a rg with name Port Holly in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Holly""
    location =""WestUS""
}
"
get me a rg with name West Elizabethmouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Elizabethmouth""
    location =""EastUS""
}
"
get me a rg with name Reidstad in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Reidstad""
    location =""NorthCentralUS""
}
"
get me a rg with name East Dawn in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Dawn""
    location =""EastUS2""
}
"
get me a rg with name Robertland in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Robertland""
    location =""NorthCentralUS""
}
"
get me a rg with name Currystad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Currystad""
    location =""EastUS""
}
"
get me a rg with name West Ericachester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Ericachester""
    location =""EastUS2""
}
"
get me a rg with name North Mark in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Mark""
    location =""WestUS""
}
"
get me a rg with name Amandaland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Amandaland""
    location =""WestUS""
}
"
get me a rg with name Port Vanessa in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Vanessa""
    location =""WestUS""
}
"
get me a rg with name New Johnnytown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Johnnytown""
    location =""EastUS""
}
"
get me a rg with name East Kyle in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Kyle""
    location =""NorthCentralUS""
}
"
get me a rg with name Martinezview in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Martinezview""
    location =""NorthCentralUS""
}
"
get me a rg with name Jessetown in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jessetown""
    location =""NorthCentralUS""
}
"
get me a rg with name East Victor in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Victor""
    location =""SouthCentralUS""
}
"
get me a rg with name Watsonmouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Watsonmouth""
    location =""EastUS2""
}
"
get me a rg with name Lake Kathymouth in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Kathymouth""
    location =""EastUS""
}
"
get me a rg with name Lake Carlos in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Carlos""
    location =""SouthCentralUS""
}
"
get me a rg with name Susanville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Susanville""
    location =""NorthCentralUS""
}
"
get me a rg with name Melindahaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Melindahaven""
    location =""EastUS""
}
"
get me a rg with name Brownfurt in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Brownfurt""
    location =""EastUS2""
}
"
get me a rg with name Lake Tracey in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Tracey""
    location =""EastUS2""
}
"
get me a rg with name North Lisaland in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Lisaland""
    location =""EastUS2""
}
"
get me a rg with name North Jamesport in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Jamesport""
    location =""EastUS""
}
"
get me a rg with name North Craigfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Craigfurt""
    location =""SouthCentralUS""
}
"
get me a rg with name South Jeffrey in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Jeffrey""
    location =""NorthCentralUS""
}
"
get me a rg with name Port Jasonberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jasonberg""
    location =""EastUS2""
}
"
get me a rg with name New Sandrafurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Sandrafurt""
    location =""EastUS""
}
"
get me a rg with name Seanmouth in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Seanmouth""
    location =""SouthCentralUS""
}
"
get me a rg with name Loganchester in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Loganchester""
    location =""EastUS2""
}
"
get me a rg with name Paulfurt in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Paulfurt""
    location =""EastUS""
}
"
get me a rg with name West Natalietown in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Natalietown""
    location =""EastUS""
}
"
get me a rg with name South Leonardbury in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Leonardbury""
    location =""NorthCentralUS""
}
"
get me a rg with name Barnettstad in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Barnettstad""
    location =""EastUS""
}
"
get me a rg with name Wardtown in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wardtown""
    location =""SouthCentralUS""
}
"
get me a rg with name New Gregory in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Gregory""
    location =""NorthCentralUS""
}
"
get me a rg with name Stevenschester in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Stevenschester""
    location =""EastUS""
}
"
get me a rg with name New Wesley in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Wesley""
    location =""NorthCentralUS""
}
"
get me a rg with name Lake Sarah in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Sarah""
    location =""WestUS""
}
"
get me a rg with name Ruthbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Ruthbury""
    location =""EastUS""
}
"
get me a rg with name North Valerie in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Valerie""
    location =""SouthCentralUS""
}
"
get me a rg with name Wilsonton in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wilsonton""
    location =""NorthCentralUS""
}
"
get me a rg with name East Peggyberg in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Peggyberg""
    location =""EastUS2""
}
"
get me a rg with name Mcgeeshire in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mcgeeshire""
    location =""SouthCentralUS""
}
"
get me a rg with name North Sherriville in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Sherriville""
    location =""NorthCentralUS""
}
"
get me a rg with name Wellsfort in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Wellsfort""
    location =""EastUS2""
}
"
get me a rg with name Jenniferburgh in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jenniferburgh""
    location =""SouthCentralUS""
}
"
get me a rg with name Port Jorge in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Jorge""
    location =""SouthCentralUS""
}
"
get me a rg with name Christopherport in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christopherport""
    location =""NorthCentralUS""
}
"
get me a rg with name Cooperburgh in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Cooperburgh""
    location =""EastUS""
}
"
get me a rg with name South Ericstad in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Ericstad""
    location =""SouthCentralUS""
}
"
get me a rg with name Frenchburgh in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Frenchburgh""
    location =""NorthCentralUS""
}
"
get me a rg with name West Andrew in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""West Andrew""
    location =""WestUS""
}
"
get me a rg with name Blankenshipberg in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Blankenshipberg""
    location =""WestUS""
}
"
get me a rg with name Lake Ashley in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Ashley""
    location =""NorthCentralUS""
}
"
get me a rg with name Powerstown in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Powerstown""
    location =""WestUS""
}
"
get me a rg with name Watsonville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Watsonville""
    location =""EastUS""
}
"
get me a rg with name South Anthony in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Anthony""
    location =""WestUS""
}
"
get me a rg with name South Stephanieville in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""South Stephanieville""
    location =""EastUS""
}
"
get me a rg with name Mitchellhaven in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Mitchellhaven""
    location =""EastUS""
}
"
get me a rg with name Grahamview in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Grahamview""
    location =""WestUS""
}
"
get me a rg with name North Crystal in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Crystal""
    location =""WestUS""
}
"
get me a rg with name North Brandon in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North Brandon""
    location =""EastUS2""
}
"
get me a rg with name Port Wendytown in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Wendytown""
    location =""WestUS""
}
"
get me a rg with name Christopherborough in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Christopherborough""
    location =""SouthCentralUS""
}
"
get me a rg with name East Sara in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""East Sara""
    location =""WestUS""
}
"
get me a rg with name Keithfurt in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Keithfurt""
    location =""SouthCentralUS""
}
"
get me a rg with name Woodbury in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Woodbury""
    location =""EastUS""
}
"
get me a rg with name New Davidshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Davidshire""
    location =""WestUS""
}
"
get me a rg with name Lake Dylan in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Dylan""
    location =""SouthCentralUS""
}
"
get me a rg with name Paulabury in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Paulabury""
    location =""EastUS2""
}
"
get me a rg with name New Randall in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""New Randall""
    location =""EastUS""
}
"
get me a rg with name Port Janefort in location NorthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Port Janefort""
    location =""NorthCentralUS""
}
"
get me a rg with name Kimberlymouth in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kimberlymouth""
    location =""EastUS2""
}
"
get me a rg with name Jakeshire in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Jakeshire""
    location =""WestUS""
}
"
get me a rg with name Williamsland in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Williamsland""
    location =""EastUS""
}
"
get me a rg with name Kennethville in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Kennethville""
    location =""SouthCentralUS""
}
"
get me a rg with name Lawsonland in location WestUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lawsonland""
    location =""WestUS""
}
"
get me a rg with name Lake Dana in location SouthCentralUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Dana""
    location =""SouthCentralUS""
}
"
get me a rg with name Deborahton in location EastUS2,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Deborahton""
    location =""EastUS2""
}
"
get me a rg with name Lake Justin in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""Lake Justin""
    location =""EastUS""
}
"
get me a rg with name North James in location EastUS,"
resource ""azurerm_resource_group"" ""example"" {
    name=""North James""
    location =""EastUS""
}
"
